Respondent ID,Collector ID,Start Date,End Date,IP Address,Program Country:,Program Duration:,Other (please specify),Program Start Month,Program Start Year:,"If we use quotes from you, may we use your name in addition to your program?",I would describe myself as:Resourceful,I would describe myself as:Patient,I would describe myself as:Culturally Competent,I would describe myself as:Adaptable,I would describe myself as:Emotionally Intelligent,I would describe myself as:Resilient,"What have your biggest accomplishments been, both professionally and personally? ",What has been your greatest frustration or disappointment? What could have made it less so?,What things do you wish you had brought?,What things do you wish you had NOT brought?,What do you wish you had known about this country (e.g. living and working here) that you did not know before coming?,How has your experience thus far compared to your initial expectations?,Please comment on how your experience has compared to your initial expectations.,I feel safe in my home.,I feel safe in my community.,"I feel integrated into my community, increasing my sense of safety.",I feel welcome as a foreigner in my community.,"I have friends, host family members, colleagues, or community members who would help protect me in an emergency situation.",The coverage of health and safety issues at Orientation was sufficient.,"I have an understanding of what to do in various emergency situations, as laid out in the Emergency Action Plan.",I always inform the Field Director of my travel plans when I go off-site.,I generally feel safe in my country.,Please comment on any of the above.,I have a copy of the Emergency Action Plan:,I know who to call (and who will call me) in an emergency:,"Please comment in regards to safety in country (e.g. what could be improved, suggestions, etc.):",I received quality medical care.,The medical facilities were sanitary.,I could communicate with the medical staff adequately.,I received quality service & support from the WorldTeach insurance.,Please comment on any of the above.,My students are interested in learning in my class,I feel appreciated for my teaching,My local language skills are adequate for my teaching placement,My teaching skills are adequate for my teaching placement,"Please comment on any of the above,.",My school supplied me with a Teacher Guide or Textbook,The Internet,Professional Learning Communities (PLCs),Teacher Quality Coordinator,Volunteer Resource Manual,WorldTeachNet,Professional Learning Communities (PLCs) are useful to me,The Five Step Lesson Plan Template is useful to me,The Data Analysis Tool is useful to me,The Professional Development Modules (Scholarly Articles) are useful to me,WorldTeachNet is useful to me,The Teacher Quality Coordinator is useful to me,The Director of Education Office Hours are useful to me,I am satisfied in the Educational Support I have access to from WorldTeach,In what ways could the WorldTeach Office of Education provide you with stronger teacher support?,My experience living with my host family is positive.,I feel like a member of my family.,I participate in family activities.,I enjoy the food served by my family.,I would recommend my family for another volunteer.,Please comment on any of the above.,Are there any problems with your host family/living situation and/or unusual circumstances we should know about?,How necessary is competence in the local language for living at your site?,The staff member:Is accessible and eager to help.,The staff member:Responds promptly to requests for help.,The staff member:Anticipates needs of volunteers.,"The staff member:Follows through on administrative, site, or housing issues.",The staff member:Keeps volunteers informed of changes and relevant information.,Has the Field Director conducted a site visit with you yet?,The site visit was useful to me.,The Field Director made me feel comfortable and supported.,The Field Director gave me useful and professional suggestions.
5273820293,96475930,3/5/2017 7:35,3/9/2017 19:08,186.4.170.131,Ecuador,Other (please specify),10,November,2016,Program only,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Professionally I am learning to work with younger learners (3-4 YO).  It is my first time working with this age group. I have had to research best practices to work with them.  ,Behavior Management in the classroom.  Students are different system in  the classroom. I would recommend  extensive time be spent in future orientation on classroom management techniques within the Ecuadorean educational system.  ,"Some teaching resources espcially short stories in English; (non-teaching: more favorite brand of toiletries, warmer clothes.)",N/A,"The challenges in the educational system, how many stray dogs there are. ",My experience falls short of my initial expectations,I have been disappointed by the lack of interests in learning English. ,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,Neutral,,N/A,N/A,,Disagree,Disagree,Disagree,Neutral,,Neutral,Neutral,Agree,N/A,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,N/A,N/A,N/A,,Neutral,Neutral,Agree,Neutral,Agree,,N/A  ,Knowledge of Spanish is definitely useful especially at school. Some knowlege of Kichwa is a bonus but not necessary.  ,Agree,Agree,Neutral,Neutral,Agree,No,,,
5273131186,96475930,3/4/2017 7:16,3/4/2017 7:19,200.7.247.87,Ecuador,Other (please specify),8 months ,December,2016,Name and Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5273065695,96475930,3/4/2017 5:18,3/5/2017 5:27,181.199.76.186,Ecuador,Other (please specify),8 months,December,2016,Program only,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,"During my experience, my biggest accomplishment has been the continual acquisition of Spanish.",Communication within the school with changing timelines & schedules. Keep asking questions no matter how stupid I may think they sound ,English-Spanish Dictionary,All the stationery. Ecuador is well equipped.,"The extremely reserved culture of staff in my school. It has taken me 2 months for some teachers to say good morning to me the Ecuadorean way. We are entering into their world and it's a very small, connected, protective community.",My experience falls short of my initial expectations,Naively I expected a more 'warm' reception from the community for me being here.,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,There's a lot of grey areas in terms of community integration that can't be properly represented in a yes/no survey.,Yes,Yes,Otavalo is a very safe town. The location is ideal for participants of the program.,Agree,Agree,Agree,Neutral,I visited the recommended doctor in Otavalo. His clinic was sanitary and sound.,Neutral,Disagree,Agree,Neutral,Some classes are better than others. Some are engaged some aren't.,Agree,Agree,Agree,Neutral,N/A,Agree,Agree,Agree,N/A,Agree,Agree,N/A,Agree,Agree,I haven't yet used the TQC but I am satisfied with the rest.,Neutral,Disagree,Agree,Neutral,Agree,The host family are nice people. I get along well with them but I don't consider the dynamic to be one where I am a part of their family but I am fine with that.,"The biggest problem is the access to hot water. Living in Otavalo is very cold. However, this is a municipality problem and we have solved it by boiling buckets of water.",Very necessary to be able to communicate and build rapport with colleagues.,Agree,Disagree,Neutral,Agree,Agree,No,,,
5272844817,96475930,3/3/2017 20:35,3/3/2017 21:24,181.199.76.186,Ecuador,Other (please specify),8-10 months,December,2016,Name and Program,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,"So far, I'd say my ability to adapt, bend, and bridge needs while balancing local expectations and norms.","Organizationally, I wish there had been more transparency upfront--about the timeline of the program, deadlines and due dates, national holidays/vacation days, general school schedule information, etc.     Culturally, the lack of information transfer is always a challenge, as is finding the middle ground between best practices promoted by our training and the home office and the realities and perceptions of time exemplified by our sites on the ground. I.e., it's hard to be a planner or as prepared as desired in a society that does not necessarily reward timeliness.     Additionally, language expectations have been interesting. I'm looking forward to seeing how Sean's project goes at End of Service!","Dressier clothes for school; Spanish language learning book; more school resources, like maps, family photos, erasers and colored pencils, children's books, etc.",I feel good about and have used everything I brought. ,Dress code and work hours,My experience meets my initial expectations,"My personal experience has more or less aligned with my initial expectations as far as my placement, host family, and work activities go. However, I am disappointed with how much the length of the fellowship has been shortened from what was initially promised on the Fellowship's description on the website. I also thought OR would be better organized (which I realize was largely affected by things beyond our control); however, an orientation schedule and more free time/prep time in Quito would have been nice, especially since not all placements have access to supplies like books, dress clothes, etc.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,Neutral,Agree,Agree,N/A,,Agree,Neutral,Agree,Neutral,"I am with a co-teacher and could probably teach solo; however, I appreciate having a co-teacher and think it is a more sustainable model and facilitates cross-cultural exchange more effectively, especially given the brevity of our time here.",Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,N/A,N/A,,Agree,Agree,Agree,Neutral,Agree,,,Highly necessary.,Neutral,Neutral,Disagree,Agree,Agree,No,,,
5271947000,96475930,3/3/2017 7:44,3/3/2017 8:17,181.112.80.90,Ecuador,Other (please specify),7.5 months,December,2016,Name and Program,Agree,Agree,Agree,Agree,Agree,Agree,"Professionally - I have never taught before, so surviving a very challenging first term as a brand new teacher with my own classroom who is responsible for approximately 370 students was very rewarding.  After working ridiculous hours for the first term, I am proud that I have figured out a way to more quickly assess and enter grades  which has so far given me more free time and made me feel less stressed out.     Personally - I majored in Spanish/Latin American Studies in undergrad so hypothetically I should be pretty fluent in Spanish.  However, I didn't have many opportunities to practice oral communication in previous jobs, so I am proud and happy that my fluency is improving through this program.  Now I just need to review, practice, and use correct grammar!  ","My greatest frustration has been lack of communication in general, both from WorldTeach and school administrators.      Understanding that the Global Education Fellowship is a brand new program and that things change quickly, I think that communication has been an issue.  From not finding out our host families until the day before we moved in with them, to finding out that there wasn't a two-week February break a couple days before the alleged break (even though all the teachers at our schools already knew the academic calendar had been changed, meaning that Edificar and WT could have provided the correct information during orientation), to lag time and sometimes unhelpful communications with field staff (e.g. even though we are required to submit weekly check-ins, they often don't fully read or address our concerns), communications and information flow has been challenging at times.  I really value our fellowship cohort, however with a new program, communications issues could have potentially been less of an issue with a smaller group.  Additionally, we are all mature adults, so transparency is important and could have diminished some frustrations.     School administrators and the other English teacher at my school sometimes don't fully explain things, and then get mad when something is due that I am unaware of and therefore don't submit.  This issue has gotten a bit better after having a meeting with my Principal, Vice Principal, and the other English teacher, where I was given the opportunity to express that I don't know what is going on a lot of the time and that communication and patience is important. ","More clothes for the beach, sticky notes, leggings to hangout in after school, index cards, more layers, a pillow.",Less toiletries - everything I need is readily available here and bringing my own stuff added extra weight to my suitcase.,"I did not know that lack of running water would be a periodic issue at my host family placement.      Professionally, I wish I had know more about the casual work environment at schools (e.g. teachers sometimes leave students on their own for extended periods of time, making of grades is normal). ",My experience meets my initial expectations,"I knew I was coming here for work, but I definitely underestimated how much work it would be. ",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Compared to previous jobs, I don't really hangout with work colleagues.  My school doesn't seem to have a great sense of community.",Yes,Yes,"For the next orientation I think more time should be spent on preparing fellows to succeed in the classroom and less time on health and safety.  Health and safety are obviously important, but I felt very under-prepared for this job, and teaching is the main reason we are here.  Perhaps health and safety could be covered in a webinar, and the bulk of orientation could be spent on teaching about the Ecuadorian education system and teaching best practices?",Agree,Agree,Agree,Neutral,,Neutral,Neutral,Agree,Agree,,Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,More emphasis on how to teach during orientation. ,Agree,Neutral,Agree,Agree,Agree,,We often do not have running water. ,"Very necessary.  My host family only speaks a couple of English phrases, and the other English teacher at my school barely speaks any English. ",Neutral,Disagree,Disagree,Neutral,Neutral,No,,,
5249977345,95476985,2/16/2017 4:55,2/16/2017 5:14,190.152.130.205,Ecuador,Yearlong,,September,2016,Program only,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"One big accomplishment so far in my experience has been figuring out how to teach students of very different levels at ILE. In my first cycle, I taught a Level 2 class and I struggled to figure out how slowly and clearly I needed to teach. This cycle I'm teaching Level 6, but I have a group of Level 2 students that come to my office hours. I feel like I have now figured out how I need to teach to be able to reach them on that level.","My greatest frustration has been being expected to be at extra meetings at ILE and being expected to participate in programs, regardless of my feelings. I have also been disappointed that there are not more opportunities for Spanish lessons in Riobamba. I thought my Spanish would get better faster while being here, but I've realized that I have to be more proactive about it. ","More casual clothes for teaching, whiteboard markers",Skirts,"Honestly, I can't think of anything. I've enjoyed learning while being here. ",My experience exceeds my initial expectations,"My experience is different than what I expected, but better. When I imagined teaching in Ecuador for a year, I didn't imagine the relationships I would have with other volunteers in my cohort. That has been one of the richest parts.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,"During orientation, we were told to put together a backpack with all kinds of emergency supplies. However, we were all already in Ecuador with the things we had brought. For example, I'm supposed to keep an extra pair of shoes in my emergency backpack. I don't have an extra backpack to just have sitting around, and I didn't bring an extra pair of comfortable shoes to keep in a backpack in my room. That information should be given to volunteers before they arrive in their teaching country.",N/A,N/A,N/A,N/A,,Agree,Agree,Agree,Agree,,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,"This isn't directly from the WorldTeach Office of Education, but incoming teachers at ILE should have more days to observe teachers at ILE to understand the ""ILE way"" before they start teaching there.",Agree,Agree,Agree,Agree,Agree,,,"My host sister is a student at ILE so she speaks some English. However, with all of the time you spend with the family, you need to have some basic competence in Spanish to be able to engage and enjoy those relationships. ",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree
5239540246,95300007,2/12/2017 20:09,2/13/2017 5:53,61.216.161.202,China,Yearlong,,August,2016,Name and Program,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,"My biggest personal accomplishment has been learning how to live independently. This has been an even bigger challenge living in a foreign country.    Professionally, I feel more confident and comfortable as a communicator. In addition, teaching has taught me the importance of organization and preparedness in a way that no other position could. ","My biggest disappointment was not knowing enough about my school/placement upon arriving. Although the handover letter was helpful, it would be even better if I could have connected with the previous volunteer in real time.    My greatest frustration has been that my placement feels isolating. If I had known more beforehand what life in the countryside is like, I would have been more specific about my living preference. ","More teaching resources, A laptop with a disc drive  ","Nice clothes, Oversized hiking boots","I wish I would have known more about the education system here, and I wish I knew more of the language.",My experience meets my initial expectations,"My experience has been mostly what I expected, however nothing can prepare you for the challenges of living away from home for so long",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,,Yes,Yes,,N/A,N/A,N/A,N/A,,Agree,Agree,Disagree,Agree,,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,,Neutral,Agree,,,,,,,,,"It is not necessary, though it is helpful to pick up some of the language ",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree
5234471714,95300007,2/12/2017 2:49,2/12/2017 3:07,61.216.161.202,China,Yearlong,,August,2016,Program only,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Professionally, having classroom control and loving my job! Personally, I've felt like I've been forming bonds with the teachers around me (at my middle school) and appreciating Chinese culture. What's not to like?",Definitely in my lack of Chinese language and the misunderstandings this causes. Still working though! Hard work is the only way to get through it.,More warm clothes. Shopping is a pain.,"Mmm, my professional camera. Too big. Small digital (and iphone) is far more practical.","It will not be sunny and clear often. For big drafty places, buy a space heater as soon as it gets cold. If you already have one, buy another.",My experience falls short of my initial expectations,"Definitely only place teachers (with a partner) in schools that could otherwise not have been afforded, where our services are truly needed. Or else, why are we here?",Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,I'm not fully integrated; no matter what I'll always stand out a little.,Yes,Yes,Give us a creepy guy shaming vocabulary. It's honestly been the biggest problem in regards to safety.,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,"Everything could always use improvement, but overall adequate",Agree,Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,I'm fine.,,,,,,n/a,,Mid level,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree
5232641133,95300007,2/11/2017 18:24,2/11/2017 19:23,85.203.36.112,China,Yearlong,,August,2016,Name and Program,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,"In China, my biggest professional accomplishment has been getting my students to using the English language creatively. I wanted them to understand that there is more than one correct way to respond to a sentence and that speaking carries a high percentage of non-verbals that also need to be considered in conversation . My biggest personal accomplishment is finding a church community to pour into as well while I am over here. ","My greatest frustration has been the unpredictability of the helpfulness of the school liaison. I have worked for two schools here. One of the two schools is warm, supportive and super helpful in the process of navigating the needs of a foreigner (without the Chinese language) in China. On the other hand, the other school liaison is not helpful without constant begging or prying. The liaison only helps when it come to knowing the school schedule, and anything outside is almost out of reach. Without working at the two schools in one year, my impression of the liaison would have been different. Now, I really can appreciate having a helpful liaison and how much it can benefit the experience of the volunteer. I can also appreciate how hard it can be if a volunteer does not have a particularly helpful liaison in the school. ",More jeans and American cash for exchange purposes especially when first arriving and living without the stipend. ,Less shirts and dress shoes ( very little need to heals in the classroom) ,"I wish I would have known that people not only stare but touch and and try to take pictures of you all the time whether you want them to or not. Speaking as one with darker skin, when people run into you sometime they are very visibly afraid ( may scream or yelp from shock). They may move themselves and their children away. On the other hand some people want their children to talk to you or take pictures of you. The celebrity affect is fare from the trust, instead this can make a person feel more like a museum exhibit (especially when you go to a museum or attraction and people are looking at you more than the exhibits). This can also produce a dehumanizing feeling. China is heavily populated, so it's a lot of people staring or commenting or pointing and taking pictures.  The comments (especially when one begins to understand more of the Chinese language) are not always friendly and the stares are those gross faces of not comprehending ""what"" instead of ""who"" you are looking at. So I wish I would have been more mentally prepared for that. ",My experience exceeds my initial expectations,I have been overall able to enjoy the Chinese culture more than I expected. I enjoy the holiday and reasons behind them as well as the foods. I enjoy the gift giving Hong Bao process down here and have made many Chines friends. I am enjoying trying the difficult language out on people. I have also met a large population of students from different countries in Africa and one friend from Venezuela. Overall I am enjoying my experience.  ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,China feels pretty safe ,Yes,Yes,,Agree,Agree,Neutral,Neutral,,Agree,Agree,Agree,Agree,,Agree,Neutral,Agree,Disagree,N/A,N/A,Agree,Neutral,Disagree,Neutral,N/A,N/A,N/A,Agree,Sending emails from the office directly to the volunteers ,,,,,,,,"It's mildly necessary, but people with work with you even with little vocabulary. ",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree
5220048457,95300007,2/9/2017 3:59,2/9/2017 4:37,103.250.142.47,China,Yearlong,,August,2016,Name and Program,Agree,Agree,Agree,Agree,Disagree,Agree,"Regarding my experience in China, my biggest accomplishment has been having finished my first semester of teaching with good relationships with students and colleagues and much clearer expectations for my second semester. ","My greatest disappointment has been my own insecurity. It's a lifelong thing to deal with. In order to improve, I need to better my competence and hone my mindset. ",More souvenirs and cultural items from my home country,Nothing,I wish I had had a clearer idea of how the life of students and teachers were like (i.e. their normal workload and weekly schedule). ,My experience exceeds my initial expectations,"I tried to prepare myself for difficult material and emotional conditions, but things were much better than I expected. I was fortunate that I had a good placement where facilities were new, colleagues were helpful and students were excellent.  ",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,One time I traveled with my site partner and forgot about the travel form. ,Yes,Yes,,N/A,N/A,N/A,N/A,,Neutral,Agree,Neutral,Agree,"In terms of students' interest, I put neutral because things varied among classes.",Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Making monthly assessment requirement more flexible given the situation in China. ,,,,,,,,"On a scale of 0 to 10, it's probably a 5. ",Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Agree,Agree,Strongly Agree
5219317439,95300007,2/8/2017 21:18,2/8/2017 23:02,167.160.116.24,China,Yearlong,,August,2016,Program only,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,"Professionally, my biggest accomplishment has been developing trust from the students. Gaining trust has enabled students to actively participate inside the classroom but as well as outside the classroom. The students and I have exchanged information about our daily lives on a consistent basis, forming a great relationship.     Personally, my biggest accomplishment has been making friends and maneuvering around China. ","One of my greatest frustrations is communication, or the lack of. I have not been able to learn any conversational Chinese and despite wanting to be friendly with Locals, I cannot communicate. I suppose taking the time to learn new vocabulary can easily solve this problem. ",More health and beauty related products. ,Nothing.,"I wish I would had known about the lack of diversity China has. It is extremely dehumanizing as a foreigner for people to stare, touch, mock English, and having to constantly explain about cultural differences.     Working I wish I would had known the operations of student's school life as well as administrative work.",My experience exceeds my initial expectations,"As someone who has never been outside her native land I did not have high nor low expectations when coming to China. I did not know what to expect. But like every journey, there are the ups and downs. The joyous moments with laughter and sunshine and the depressing lonely bedridden lazy days. So my experience exceeds my initial expectation because I really didn't have any expectations. ",Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,,Yes,Yes,,N/A,N/A,N/A,N/A,,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Neutral,N/A,N/A,Agree,Agree,Disagree,Disagree,N/A,N/A,N/A,N/A,,,,,,,,,Not very,Agree,Agree,Neutral,Neutral,Agree,Yes,Neutral,Agree,Agree
5215664869,95300007,2/7/2017 18:42,2/7/2017 18:57,168.122.65.156,China,Yearlong,,August,2016,Name and Program,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,I achieved a PhD in mathematics. This was both psychologically and mentally draining. I had many personal issues mid way through and wasn't sure if I could make it through the program. I stuck through and produced a piece of work that I am proud of.    I have learned a great deal about myself psychologically over the past five years. This is my most meaningful accomplishment. The details are too personal to share here. ,I do not think this way. All things are to be seen for what they are and words cannot describe a situation in its truth. ,Nothing else,I do not have such wishes,I am happy with what I knew and what I know now.,My experience exceeds my initial expectations,"I had no idea the level of insight I would attain about life itself. That was a goal of mine before I left, but the details of said goal were elusive",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"The field director is great. Living in the community is not a trivial matter. With the changing of your emotions, it is difficult to adjust to being stared at by a significant number of strangers daily. Often one is simply ""not in the mood"" for such attention. However I look to such things as filled with inherent meaning.",Yes,Yes,Safety is fine,N/A,N/A,N/A,N/A,,Neutral,Agree,Neutral,Agree,"To the extent that one cannot force anyone to truly learn that which they do not want to learn, one cannot expect every student to be interested in the class. This seems to also be the case due the overall tone that the foreign english class is inherently less serious that the other courses the students take. Such is the culture. With that said, those who want to learn english will learn it, and you can still play a major role in their life and all students life, regardless of whether or not you teach them english",Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,N/A,Neutral,Neutral,Neutral,N/A,Agree,Try your best,,,,,,,,"It is not necessary, but would improve one's experience within the community. In fact, I think a simple willingness to learn the language is all that is necessary to merge within the community to a satisfactory degree",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Agree,Agree,Agree
5214541396,95476985,2/7/2017 11:08,2/7/2017 11:09,186.101.101.226,Ecuador,Yearlong,,September,2016,Program only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204669191,95476985,2/3/2017 15:39,2/3/2017 15:58,201.218.11.43,Ecuador,Yearlong,,September,2016,Program only,Agree,Agree,Agree,Agree,Agree,Agree,"Im not sure if this question refers to the course of my life in general or during my time here in Ecuador. I will assume that it refers to the latter. Professionally, my biggest accomplishment has been surviving my first semester of teaching a very challenging course which I knew nothing about! Personally, I am proud of how well Ive been able to integrate into my family here and the wider culture.","My greatest frustration while I have been in Ecuador (again, not clear of the time frame being referred to here) has been not getting involved in as many things as I would have liked to get involved in and letting my teaching take over my life. I am taking active steps to change that this cycle, however. ","More sunscreen, my favorite tea (!), more dollar bills, warmer clothes.",Nothing. ,"I wish I had known which course I was going to be teaching earlier on so that I would have had more time to prepare, but I know that this problem was unavoidable.  ",My experience exceeds my initial expectations,"The in-country support has far exceeded my expectations. After coming from another volunteer program where I did not feel well supported, this has been a really welcome change and something that I am endlessly grateful for. Lindsay and Gabby are wonderful. ",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,N/A,N/A,N/A,N/A,,Agree,Agree,Agree,Agree,,Agree,Agree,Disagree,N/A,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,N/A,N/A,Neutral,The structure of the PLC is very rigid and does not allow for me to truly address my teaching goals and needs. I have shared my comments about this already with Gabby and I strongly recommend that you revise the PLC. ,Agree,Agree,Agree,Agree,Agree,"I do enjoy the food very much, but sometimes I do feel that my dietary needs are not fully acknowledged or respected. Perhaps I also need to be firmer with this, but it is an awkward topic.",No.,"Not necessary, but helpful. ",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Agree,Strongly Agree,Agree
5204477267,95476985,2/3/2017 14:06,2/3/2017 14:06,201.218.11.43,Ecuador,Yearlong,,September,2016,Program only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195129379,95476985,1/29/2017 14:48,1/29/2017 15:15,186.69.164.43,Ecuador,Yearlong,,September,2016,Name and Program,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,"My Spanish has improved so much. I can now have a whole conversation with my grandma (who is bilingual), which I wasn't able to do/didn't feel confident doing before I came here. I also finally got to teach my own class and my students gave me very high evaluations for my first cycle. ","My biggest frustration/disappointment is my host family situation. She doesn't speak Spanish with me and my roommate because she wants to practice her English. She can't cook so we eat takeout all the time. She never answers her phone if we call her or text her. She also doesn't really have a routine in her house and doesn't seem very responsible (ex: she didn't pay the maid for 4 months so the maid came to me to ask for money, and I didn't know she wasn't being paid). Our host is actually a nice person, but I don't think she is emotionally stable enough to host anyone and should have been screened more carefully before being chosen. I also think we should just have the option to live in our own apartments from the start, because all of these issues could have been prevented. ",a coffee maker or french press because host families only have instant coffee here,n/a,"I think Ecua-isms and customs were covered pretty well during orientation. The only thing I would have wanted specific info on would be how to get my prescription medications while abroad. I had a little help from field staff but I mostly had to figure it out on my own. I would be happy to explain to incoming volunteers how to do this, because its actually not that difficult. ",My experience meets my initial expectations,"I served with Americorps before WorldTeach, so I'm used to really a strict and organized schedule. WT seems to be the opposite of that. However, in some instances, like with PLCs, we are held to a really high standard but not given the most clear directions to help us actually engage with the PLC in the most effective way. Teaching has been great and I love the freedom I have to plan my own lessons and activities. ",Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,"I don't think Quito feels safe because its a large city and I'm a woman, but Ecuador in general feels safe. In Quito, I would never walk around by myself past maybe 8 or 9pm, which I could do much more safely in the states. ",Yes,Yes,"I don't think anything could be improved in terms of petty theft and robbery, but it would be nice to make sure each volunteer lives with another volunteer so when they go out at night, they can feel safety in numbers. ",N/A,N/A,N/A,N/A,,Agree,Agree,Agree,Agree,,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Neutral,N/A,Disagree,The PLC needs to be edited in some way. The directions are not clear for how the PLC should be run and the questions should be more open-ended.,Disagree,Disagree,Disagree,Disagree,Disagree,,"Yes, I wrote about some of this on an earlier page, but I don't think my host was screened well enough beforehand. She's not good at communicating with us (roommate and I), and didn't even tell us when she quit working and planned on moving to another apartment - we had to find this out from another teacher. ","My host only speaks English with us, so at home I don't need to know any Spanish. In general, I think you should be around an intermediate level of Spanish, though even if you're lower level, other volunteers can help you translate what you need to say. ",Strongly Agree,Neutral,Neutral,Agree,Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree
5194333355,95476985,1/28/2017 14:59,1/28/2017 15:12,181.175.139.234,Ecuador,Yearlong,,September,2016,Program only,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Completing 4 months of this program and my first cycle of teaching,"Home sickness, which cannot be controlled. I look to my support systems for support.",More warm clothes,Everything has been useful,I am happy with the new surprises that Ecuador brings everyday,My experience meets my initial expectations,My experience is everything I thought it would be which I am happy about. I am able to live in a city which has been an exhilarating experience so far.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,The field directors have given great support,Yes,Yes,I feel safe and cannot think of any suggestions for improvement at this time,N/A,N/A,N/A,N/A,N/A,Agree,Agree,Agree,Agree,My students have been supportive and also challenging,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Perhaps having PLC paper work be less overwhelming.,Agree,Agree,Agree,Agree,Agree,My host family has been amazing.,None.,"You don't have to be proficient, but it helps!",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree
